pos,angle,q_0,q_1
0.04,0.02,0.056322962045669556,-0.0924428403377533
0.03,0.02,0.042511411011219025,-0.07391630858182907
0.03,0.03,0.05591089278459549,-0.09273741394281387
0.03,0.03,0.04207221418619156,-0.07424548268318176
0.02,0.03,0.02791208028793335,-0.055209897458553314
0.02,0.04,0.04117748886346817,-0.07537508010864258
0.01,0.05,0.027312688529491425,-0.056073758751153946
0.0,0.06,0.01626605913043022,-0.03763832151889801
-0.01,0.08,0.017487887293100357,-0.028772294521331787
-0.03,0.11,0.013030484318733215,-0.025512833148241043
-0.05,0.14,0.03993907570838928,-0.016966965049505234
-0.06,0.16,0.06567248702049255,0.002409413456916809
-0.09,0.19,0.08825916051864624,0.008929900825023651
0.04,-0.02,0.12352634966373444,-0.062318045645952225
0.04,-0.02,0.12329251319169998,-0.035040877759456635
0.03,-0.01,0.13757948577404022,-4.730001091957092e-05
0.02,-0.0,0.1576056182384491,0.03540417179465294
0.01,0.01,0.19482317566871643,0.06934883445501328
-0.0,0.04,0.19811023771762848,0.058827515691518784
-0.01,0.05,0.2424052208662033,0.09879928827285767
-0.03,0.08,0.2940983474254608,0.13450804352760315
-0.05,0.11,0.3523479998111725,0.17895935475826263
-0.07,0.14,0.4219651222229004,0.22921091318130493
-0.1,0.18,0.42864978313446045,0.2228969931602478
-0.05,0.02,0.3014196455478668,0.003339923918247223
-0.05,0.02,0.3168325126171112,0.05840747058391571
-0.05,0.02,0.34992942214012146,0.11467819660902023
-0.06,0.04,0.40161946415901184,0.1740266978740692
-0.07,0.05,0.48298269510269165,0.2275620847940445
-0.09,0.08,0.5746175646781921,0.2854323089122772
-0.11,0.11,0.5536203384399414,0.2658401429653168
-0.13,0.13,0.6591636538505554,0.33382144570350647
-0.15,0.17,0.7808799147605896,0.40910714864730835
-0.17,0.2,0.9154805541038513,0.4963115155696869
0.01,0.05,0.5054261684417725,0.08751004189252853
0.01,0.05,0.5476548075675964,0.056051045656204224
0.01,0.05,0.5494738221168518,0.11360850930213928
0.01,0.05,0.5864072442054749,0.18530632555484772
0.01,0.06,0.6610592603683472,0.27082711458206177
0.0,0.07,0.7724694013595581,0.3656531274318695
-0.01,0.09,0.9241474270820618,0.46229422092437744
-0.03,0.12,1.093552589416504,0.5702536702156067
-0.05,0.15,1.2798081636428833,0.6899757385253906
-0.07,0.19,1.4882798194885254,0.8231347799301147
0.02,0.02,0.7362286448478699,0.18678000569343567
0.02,0.02,0.7631670832633972,0.27263814210891724
0.02,0.02,0.8584619164466858,0.3678928315639496
0.01,0.04,0.9958727955818176,0.48658356070518494
-0.0,0.05,1.1912044286727905,0.6185784935951233
-0.02,0.08,1.4129257202148438,0.7630051970481873
-0.04,0.11,1.6567027568817139,0.9231046438217163
-0.06,0.14,1.927270770072937,1.0988160371780396
-0.09,0.19,2.222738742828369,1.2877812385559082
-0.04,0.0,0.9752089381217957,0.31192371249198914
-0.04,0.0,1.0291603803634644,0.28743359446525574
-0.03,-0.0,1.033028483390808,0.3448109030723572
-0.03,-0.0,1.0824943780899048,0.44730520248413086
-0.03,0.0,1.2205185890197754,0.5678913593292236
-0.04,0.01,1.1552858352661133,0.4876176118850708
-0.05,0.02,1.3039299249649048,0.6145650744438171
-0.05,0.03,1.525225281715393,0.780690610408783
-0.06,0.05,1.820388913154602,0.9796937108039856
-0.08,0.07,1.6478164196014404,0.8560798168182373
-0.09,0.09,1.9762502908706665,1.0777101516723633
-0.11,0.11,1.7966985702514648,0.9518262147903442
-0.12,0.13,2.16050386428833,1.2008440494537354
-0.13,0.16,2.5577762126922607,1.4758954048156738
-0.15,0.19,2.980884313583374,1.7763676643371582
-0.0,0.04,1.496039628982544,0.6502348780632019
-0.0,0.04,1.5484079122543335,0.6366580724716187
0.0,0.04,1.5757683515548706,0.7163475155830383
0.0,0.04,1.6769779920578003,0.8513076305389404
0.0,0.04,1.6567922830581665,0.7798712253570557
0.0,0.04,1.7643762826919556,0.9206603765487671
-0.0,0.05,1.7481001615524292,0.8480783104896545
-0.0,0.05,1.8672959804534912,0.9949619770050049
-0.0,0.06,1.849632740020752,0.9213991761207581
-0.0,0.06,1.8955471515655518,0.8889080882072449
0.0,0.06,1.995349645614624,0.9058781266212463
0.01,0.05,2.000328302383423,0.9673304557800293
0.01,0.05,2.0693767070770264,1.0888153314590454
0.02,0.05,2.2417688369750977,1.2750240564346313
0.01,0.06,2.553283452987671,1.538224220275879
0.0,0.08,2.9648165702819824,1.8744511604309082
-0.01,0.1,3.4823362827301025,2.279240369796753
-0.02,0.13,4.047236919403076,2.7190330028533936
-0.04,0.16,4.651163578033447,3.188141345977783
-0.06,0.2,5.284327030181885,3.689523935317993
0.01,0.01,2.3998868465423584,1.341558575630188
0.01,0.01,2.529184103012085,1.5131548643112183
0.0,0.01,2.794703483581543,1.7711718082427979
-0.01,0.03,3.2054662704467773,2.1332483291625977
-0.02,0.04,3.734501361846924,2.584876537322998
-0.03,0.07,3.3850364685058594,2.3028931617736816
-0.05,0.08,3.946089506149292,2.7888734340667725
-0.06,0.11,4.578412055969238,3.3289456367492676
-0.08,0.14,5.246567726135254,3.9090514183044434
-0.11,0.18,5.937707424163818,4.52533483505249
-0.01,-0.03,2.9425792694091797,1.832230806350708
-0.01,-0.03,3.0288913249969482,1.8322820663452148
-0.01,-0.03,3.2170627117156982,1.9134700298309326
0.0,-0.04,3.1125497817993164,1.9285732507705688
0.01,-0.05,3.077402114868164,2.0043210983276367
0.01,-0.05,3.1265599727630615,2.147163152694702
0.01,-0.05,3.1462135314941406,2.078066349029541
0.01,-0.05,3.181161880493164,2.2078542709350586
0.0,-0.04,3.3285772800445557,2.4360954761505127
-0.0,-0.03,3.629255533218384,2.778475046157837
-0.01,-0.02,4.008682727813721,3.204167366027832
-0.03,0.0,4.482156276702881,3.7069151401519775
-0.05,0.03,4.946237087249756,4.22161340713501
-0.07,0.06,5.4512104988098145,4.772595405578613
-0.1,0.1,6.007894515991211,5.360101699829102
-0.13,0.15,6.604681015014648,5.983303070068359
-0.16,0.2,7.2551398277282715,6.646714210510254
-0.04,0.03,3.6829936504364014,2.620147466659546
-0.04,0.03,3.710604429244995,2.763432025909424
-0.04,0.03,3.793397903442383,2.7254483699798584
-0.04,0.03,3.8199026584625244,2.873398542404175
-0.05,0.04,3.9729766845703125,3.145345449447632
-0.05,0.05,4.284451484680176,3.5580220222473145
-0.07,0.07,4.692726135253906,4.053506374359131
-0.08,0.09,5.153936862945557,4.614756107330322
-0.1,0.12,5.641353130340576,5.216520309448242
-0.12,0.16,6.119038105010986,5.806941509246826
-0.15,0.2,6.614666938781738,6.422738075256348
0.04,-0.02,4.06442928314209,3.0891897678375244
0.04,-0.02,4.000611782073975,3.172584295272827
0.03,-0.01,4.058968544006348,3.3907663822174072
0.02,-0.0,4.203321933746338,3.7121529579162598
0.01,0.02,4.414840221405029,4.107962131500244
-0.01,0.04,4.758820533752441,4.6096577644348145
-0.03,0.07,5.141976833343506,5.150871276855469
-0.05,0.1,4.844666481018066,4.776862621307373
-0.07,0.13,5.251007556915283,5.349467754364014
-0.1,0.17,5.0054802894592285,5.011818885803223
-0.12,0.2,4.7931437492370605,4.693624019622803
-0.0,-0.03,4.508016109466553,3.654872179031372
-0.0,-0.03,4.4129533767700195,3.7145819664001465
-0.01,-0.02,4.410416603088379,3.870450019836426
-0.01,-0.01,4.539210796356201,4.167177677154541
-0.03,0.0,4.722296714782715,4.53124475479126
-0.04,0.03,4.981571674346924,4.977721214294434
-0.06,0.05,5.308352947235107,5.484950542449951
-0.08,0.09,5.035386562347412,5.084436416625977
-0.1,0.12,5.387146949768066,5.623126983642578
-0.12,0.15,5.15093469619751,5.2576680183410645
-0.14,0.18,4.997936248779297,4.964386940002441
-0.16,0.2,5.249264240264893,5.447428226470947
-0.01,-0.04,4.930347442626953,4.165380954742432
-0.01,-0.04,4.7793731689453125,4.1779961585998535
-0.01,-0.04,4.7476420402526855,4.31965970993042
-0.02,-0.02,4.812541484832764,4.575257301330566
-0.04,-0.01,4.869327545166016,4.854760646820068
-0.05,0.02,5.000753402709961,5.215909957885742
-0.07,0.04,4.883833885192871,4.897666931152344
-0.09,0.07,4.902886867523193,4.690674781799316
-0.1,0.08,4.953986167907715,4.989593982696533
-0.12,0.11,5.118350505828857,5.386082172393799
-0.14,0.14,5.071843147277832,5.137893199920654
-0.15,0.16,5.140815734863281,4.984264373779297
-0.16,0.18,5.206368923187256,5.319958686828613
-0.18,0.21,5.2472991943359375,5.148591995239258
-0.02,-0.03,5.523520469665527,4.700743675231934
-0.02,-0.03,5.331476211547852,4.662088871002197
-0.02,-0.02,5.252750873565674,4.745992660522461
-0.03,-0.01,5.454485893249512,4.7456583976745605
-0.03,-0.0,5.36513090133667,4.827343940734863
-0.04,0.01,5.356883525848389,5.024588584899902
-0.05,0.03,5.450323104858398,4.902278900146484
-0.06,0.04,5.6545257568359375,4.908064365386963
-0.06,0.04,5.549279689788818,4.996657371520996
-0.07,0.06,5.53458833694458,5.201197624206543
-0.08,0.07,5.553597450256348,5.493945121765137
-0.1,0.1,5.669041633605957,5.3762617111206055
-0.11,0.12,5.705019474029541,5.7009477615356445
-0.12,0.14,5.821540355682373,5.600113868713379
-0.14,0.17,5.838481426239014,5.940299987792969
-0.15,0.19,5.946207046508789,5.852129936218262
-0.01,0.01,6.393996238708496,5.593743801116943
-0.01,0.01,6.188202381134033,5.5851898193359375
-0.02,0.02,6.1187849044799805,5.739793300628662
-0.03,0.03,6.31312370300293,5.771525859832764
-0.03,0.04,6.238948822021484,5.927254676818848
-0.04,0.05,6.21488618850708,6.168576717376709
-0.05,0.07,6.210186958312988,6.475804805755615
-0.07,0.1,6.315509796142578,6.359527111053467
-0.08,0.12,6.463564872741699,6.320034503936768
-0.09,0.13,6.381978511810303,6.543890953063965
-0.1,0.15,6.537350654602051,6.484804630279541
-0.11,0.17,6.403200626373291,6.675354480743408
-0.13,0.19,6.573132038116455,6.6210808753967285
-0.01,-0.0,7.093124866485596,6.535308361053467
-0.01,-0.0,7.496333122253418,6.797282695770264
-0.0,-0.01,7.157034873962402,6.600555896759033
0.0,-0.01,7.573647975921631,6.875102996826172
0.01,-0.01,7.230586051940918,6.682344913482666
0.01,-0.01,6.958303928375244,6.579039573669434
0.0,-0.01,6.754090309143066,6.562861919403076
-0.0,0.0,6.692424774169922,6.713101387023926
-0.01,0.02,6.880180835723877,6.696032524108887
-0.02,0.03,6.835806369781494,6.852519512176514
-0.03,0.05,7.032506465911865,6.838517665863037
-0.04,0.06,6.984900951385498,6.997173309326172
-0.05,0.08,7.168152809143066,6.982118129730225
-0.06,0.09,7.115147113800049,7.147677898406982
-0.07,0.11,7.291444778442383,7.130176067352295
-0.07,0.12,7.243564605712891,7.309797286987305
-0.09,0.14,7.42783784866333,7.3035888671875
-0.09,0.16,7.3782572746276855,7.502105236053467
-0.1,0.18,7.554049491882324,7.489387035369873
-0.11,0.2,7.419172763824463,7.629207611083984
0.01,0.04,8.167778015136719,7.5972418785095215
0.01,0.04,8.570923805236816,7.861264705657959
0.02,0.04,8.184905052185059,7.624050140380859
0.02,0.04,7.859864234924316,7.4680094718933105
0.02,0.05,7.619981288909912,7.4208574295043945
0.01,0.06,7.90717887878418,7.544265270233154
0.01,0.07,7.688504695892334,7.514610767364502
-0.0,0.08,7.9786834716796875,7.6363325119018555
-0.0,0.09,7.769436836242676,7.61838436126709
-0.01,0.1,8.002401351928711,7.704078674316406
-0.01,0.11,7.750741958618164,7.655294895172119
-0.02,0.13,7.56105375289917,7.714585781097412
-0.03,0.15,7.742546558380127,7.697334289550781
-0.04,0.16,7.527144432067871,7.760265350341797
-0.05,0.19,7.750920295715332,7.765373229980469
-0.06,0.21,7.943944931030273,7.805285930633545
0.03,0.0,8.540421485900879,8.051284790039062
0.03,0.0,8.178735733032227,7.840538501739502
0.02,0.01,7.9189324378967285,7.756950855255127
0.01,0.02,7.791966915130615,7.819659233093262
0.0,0.04,8.010603904724121,7.846832752227783
-0.01,0.05,7.8646721839904785,7.901767730712891
-0.02,0.07,8.070890426635742,7.910624027252197
-0.03,0.08,7.904275894165039,7.943889617919922
-0.04,0.1,8.1195650100708,7.961747169494629
-0.04,0.12,7.935363292694092,7.996299743652344
-0.06,0.14,8.164708137512207,8.028109550476074
-0.06,0.15,7.953813552856445,8.06485366821289
-0.08,0.18,8.208951950073242,8.120325088500977
-0.08,0.19,7.914198875427246,8.132599830627441
-0.01,0.02,9.006821632385254,8.501056671142578
-0.01,0.02,8.603458404541016,8.27925968170166
-0.01,0.03,8.295985221862793,8.165300369262695
-0.02,0.04,8.148655891418457,8.224638938903809
-0.03,0.06,7.890520095825195,8.274615287780762
-0.05,0.09,8.172136306762695,8.33929443359375
-0.06,0.11,8.359068870544434,8.387370109558105
-0.06,0.12,8.626455307006836,8.545002937316895
-0.07,0.13,8.970621109008789,8.80654525756836
-0.07,0.13,9.34308910369873,9.111902236938477
-0.06,0.13,9.786477088928223,9.487457275390625
-0.05,0.13,9.211543083190918,9.073144912719727
-0.05,0.13,9.665767669677734,9.440817832946777
-0.04,0.12,9.10676097869873,9.049941062927246
-0.04,0.12,9.53947925567627,9.38437271118164
-0.03,0.12,8.950299263000488,8.965777397155762
-0.03,0.13,9.363348007202148,9.280925750732422
-0.02,0.12,8.77083683013916,8.826495170593262
-0.02,0.13,9.201720237731934,9.148244857788086
-0.01,0.13,8.591090202331543,8.692354202270508
-0.0,0.14,9.037139892578125,9.029687881469727
0.0,0.14,8.48887825012207,8.631547927856445
0.01,0.15,8.955506324768066,8.977673530578613
0.02,0.15,9.476347923278809,9.388134956359863
0.03,0.15,10.055765151977539,9.885261535644531
0.04,0.14,9.4915189743042,9.395475387573242
0.05,0.14,10.044534683227539,9.871100425720215
0.07,0.14,9.490456581115723,9.40889835357666
0.08,0.14,10.02497386932373,9.854277610778809
0.1,0.14,9.499899864196777,9.427447319030762
0.11,0.14,9.02216911315918,9.070062637329102
0.11,0.16,8.578110694885254,8.783896446228027
0.12,0.17,9.015536308288574,9.084566116333008
0.12,0.19,9.450697898864746,9.391655921936035
0.14,0.19,9.029091835021973,9.1056547164917
0.14,0.21,8.704740524291992,8.92922306060791
-0.04,0.04,9.143457412719727,9.015504837036133
-0.04,0.04,8.666772842407227,8.629805564880371
-0.04,0.05,8.277204513549805,8.356987953186035
-0.05,0.06,8.667867660522461,8.575888633728027
-0.05,0.07,9.135961532592773,8.893780708312988
-0.05,0.07,8.637182235717773,8.493924140930176
-0.06,0.08,8.235151290893555,8.214638710021973
-0.06,0.1,7.913365840911865,8.042339324951172
-0.07,0.12,8.142884254455566,8.13945198059082
-0.08,0.13,7.751523017883301,7.9354400634765625
-0.09,0.16,7.978823184967041,8.042461395263672
-0.1,0.17,7.511395454406738,7.815942764282227
-0.11,0.2,7.788564682006836,7.949954986572266
-0.05,0.05,9.129257202148438,8.940837860107422
-0.05,0.05,9.639626502990723,9.380972862243652
-0.04,0.04,9.0599365234375,8.920958518981934
-0.04,0.05,8.50375747680664,8.474699974060059
-0.05,0.05,8.025907516479492,8.123530387878418
-0.05,0.07,8.443821907043457,8.444249153137207
-0.06,0.08,8.94250774383545,8.857054710388184
-0.06,0.08,8.398061752319336,8.424548149108887
-0.06,0.09,7.970163822174072,8.118746757507324
-0.07,0.1,8.33470630645752,8.399690628051758
-0.07,0.11,7.907809257507324,8.105969429016113
-0.08,0.13,8.23471450805664,8.351109504699707
-0.08,0.14,8.709737777709961,8.75246524810791
-0.08,0.15,9.172934532165527,9.166708946228027
-0.08,0.15,8.592188835144043,8.703399658203125
-0.07,0.16,9.023428916931152,9.095429420471191
-0.07,0.16,9.462324142456055,9.499655723571777
-0.06,0.16,9.962492942810059,9.998560905456543
-0.05,0.15,10.447942733764648,10.50597095489502
-0.03,0.14,10.937204360961914,11.030224800109863
-0.01,0.13,10.260153770446777,10.4404935836792
0.0,0.12,9.62132453918457,9.888242721557617
0.01,0.12,10.121644973754883,10.426952362060547
0.03,0.11,10.673894882202148,11.02305793762207
0.05,0.1,11.27753734588623,11.676948547363281
0.07,0.08,11.842644691467285,12.306787490844727
0.1,0.06,12.432682037353516,12.961654663085938
0.13,0.03,13.033103942871094,13.630536079406738
0.16,-0.0,13.635455131530762,14.279756546020508
0.2,-0.04,14.227810859680176,14.928661346435547
0.25,-0.09,14.805999755859375,15.5411958694458
0.29,-0.14,15.410862922668457,16.163040161132812
0.34,-0.2,15.108046531677246,15.91637134552002
-0.04,0.04,9.107773780822754,9.9028959274292
-0.03,0.04,9.688194274902344,10.475932121276855
-0.03,0.03,10.362608909606934,11.170234680175781
-0.02,0.02,11.067915916442871,11.906078338623047
-0.01,0.01,11.87484073638916,12.750868797302246
0.01,-0.01,12.64261531829834,13.542683601379395
0.03,-0.04,12.100617408752441,12.983325958251953
0.05,-0.06,11.381354331970215,12.159153938293457
0.06,-0.08,12.200254440307617,12.929685592651367
0.07,-0.1,11.569276809692383,12.217089653015137
0.09,-0.12,10.96087646484375,11.531996726989746
0.1,-0.13,10.407428741455078,10.927041053771973
0.1,-0.14,11.236536026000977,11.665839195251465
0.11,-0.15,10.67890453338623,11.082141876220703
0.11,-0.16,10.207404136657715,10.600285530090332
0.12,-0.17,9.772714614868164,10.174206733703613
0.11,-0.16,10.502086639404297,10.798711776733398
0.11,-0.17,11.287342071533203,11.500571250915527
0.12,-0.18,12.198359489440918,12.35439395904541
