pos,angle,q_0,q_1
0.04,0.02,-0.008809637278318405,-0.021113093942403793
0.03,0.02,0.008202806115150452,-0.027514567598700523
0.03,0.03,0.018385395407676697,-0.034257277846336365
0.02,0.04,0.006588753312826157,-0.028239145874977112
0.01,0.06,-0.007230954244732857,-0.020870868116617203
-0.01,0.08,-0.01018267311155796,-0.013925587758421898
-0.03,0.11,-0.006569011136889458,-0.006850225385278463
-0.05,0.15,-0.0018234439194202423,-0.001655296771787107
-0.08,0.19,-0.0040460191667079926,-0.01186967734247446
0.04,-0.02,-0.010402429848909378,-0.019593240693211555
0.04,-0.02,0.02398849092423916,-0.026758505031466484
0.03,-0.01,0.0253573227673769,-0.022383473813533783
0.03,-0.02,0.04619777947664261,-0.008602622896432877
0.04,-0.02,0.05943804979324341,-0.019746186211705208
0.04,-0.02,0.09185420721769333,-0.020330825820565224
0.03,-0.02,0.12812627851963043,-0.024405375123023987
0.03,-0.01,0.15574319660663605,-0.019460663199424744
0.01,0.01,0.18787020444869995,-0.007838113233447075
-0.0,0.03,0.24364861845970154,0.005112690385431051
-0.02,0.06,0.3155658543109894,0.019009578973054886
-0.04,0.1,0.395552396774292,0.025986317545175552
-0.07,0.14,0.3955904543399811,0.016442496329545975
-0.1,0.17,0.4904930889606476,0.020091557875275612
-0.05,0.02,0.23423369228839874,0.007099834270775318
-0.05,0.02,0.2776671051979065,0.0018859896808862686
-0.05,0.02,0.32819873094558716,0.0006722062826156616
-0.06,0.04,0.3881286382675171,0.007531990762799978
-0.07,0.05,0.47462403774261475,0.026412885636091232
-0.09,0.08,0.5804150700569153,0.042830534279346466
-0.11,0.11,0.7010019421577454,0.0702773854136467
-0.13,0.15,0.832532525062561,0.10497637093067169
-0.16,0.19,0.9802700877189636,0.14298316836357117
0.01,0.05,0.4281579256057739,0.04086953401565552
0.01,0.05,0.47729921340942383,0.04921690747141838
0.01,0.06,0.5484219789505005,0.062992624938488
-0.0,0.07,0.6416351199150085,0.0881580114364624
-0.01,0.09,0.7647217512130737,0.13285121321678162
-0.03,0.12,0.9209286570549011,0.18294285237789154
-0.05,0.15,1.095740795135498,0.2431446611881256
-0.07,0.19,1.0483802556991577,0.22845777869224548
0.02,0.02,0.6284077167510986,0.08199618756771088
0.02,0.02,0.6817733645439148,0.10704318434000015
0.02,0.02,0.7686551809310913,0.13451805710792542
0.01,0.04,0.8860359191894531,0.17778225243091583
-0.0,0.05,1.041593074798584,0.24443943798542023
-0.02,0.08,1.232858657836914,0.3258644938468933
-0.04,0.11,1.4555654525756836,0.4266400635242462
-0.06,0.14,1.7026020288467407,0.5343192219734192
-0.09,0.19,1.9747388362884521,0.6505811214447021
-0.04,0.0,0.8990896344184875,0.17175942659378052
-0.04,0.0,0.96600741147995,0.21155448257923126
