ang speed,angle,q_0,q_1
-0.31,-0.31,8.785292625427246,8.55721378326416
-0.05,-0.05,8.248834609985352,8.571199417114258
-0.37,-0.37,8.506112098693848,8.164158821105957
-0.12,-0.12,8.07046890258789,8.295393943786621
-0.44,-0.44,8.17009162902832,7.706898212432861
-0.19,-0.19,7.852184295654297,7.933223247528076
-0.52,-0.52,7.7173686027526855,7.116400241851807
-0.27,-0.27,7.876886367797852,7.35421895980835
-0.02,-0.02,7.267214298248291,7.430441856384277
-0.36,-0.36,7.41480827331543,6.825109004974365
-0.12,-0.12,6.962873458862305,7.095599174499512
-0.45,-0.45,6.930563926696777,6.225510120391846
-0.21,-0.21,7.201099395751953,6.519838333129883
0.02,0.02,6.548929214477539,6.6571807861328125
-0.32,-0.32,6.698276042938232,5.959250450134277
-0.08,-0.08,6.235976696014404,6.311698913574219
-0.42,-0.42,5.920881748199463,5.980855941772461
-0.77,-0.77,5.765113830566406,4.264395713806152
-0.54,-0.2,1.0,4.4466094970703125
-0.03,-0.03,9.885817527770996,10.46350383758545
-0.33,-0.33,10.42864990234375,10.47685432434082
-0.62,-0.62,10.21078872680664,10.003724098205566
-0.33,-0.33,10.125961303710938,10.143919944763184
-0.62,-0.62,9.920431137084961,9.631340980529785
-0.34,-0.34,9.810385704040527,9.777814865112305
-0.64,-0.64,9.517146110534668,9.182062149047852
-0.36,-0.36,9.41714859008789,9.337284088134766
-0.67,-0.67,9.134151458740234,8.600621223449707
-0.4,-0.4,9.1337251663208,8.915007591247559
-0.13,-0.13,8.614155769348145,8.831573486328125
-0.45,-0.45,8.800249099731445,8.473587036132812
-0.18,-0.18,8.360580444335938,8.502830505371094
-0.5,-0.5,8.309877395629883,7.991171360015869
-0.83,-0.83,7.942936897277832,6.652522087097168
-0.57,-0.57,7.748106002807617,7.149052143096924
-0.32,-0.32,7.8371968269348145,7.388614177703857
-0.07,-0.07,7.229401588439941,7.400761604309082
-0.41,-0.41,7.389758110046387,6.792559623718262
-0.16,-0.16,6.9375901222229,6.975828647613525
-0.5,-0.5,6.834633827209473,6.0953240394592285
-0.26,-0.26,7.05125093460083,6.373471736907959
-0.02,-0.02,6.411980628967285,6.455893516540527
-0.37,-0.37,6.471216678619385,5.694822788238525
-0.13,-0.13,6.021668910980225,6.031927108764648
-0.47,-0.47,5.951739311218262,4.967967987060547
-0.24,-0.24,6.167359352111816,5.311121463775635
-0.02,-0.02,5.59658145904541,5.5574445724487305
-0.36,-0.36,5.602810859680176,4.589041233062744
-0.14,-0.14,5.147130966186523,5.142623424530029
-0.49,-0.21,1.0,3.8276724815368652
-0.0,-0.0,9.076024055480957,9.645247459411621
-0.3,-0.3,9.454253196716309,9.495203018188477
-0.01,-0.01,8.976327896118164,9.505545616149902
-0.31,-0.31,9.362431526184082,9.335474014282227
-0.02,-0.02,8.883539199829102,9.358138084411621
-0.32,-0.32,9.273646354675293,9.1616792678833
-0.04,-0.04,8.796377182006836,9.20809555053711
-0.34,-0.34,9.153746604919434,8.974538803100586
-0.06,-0.06,8.688658714294434,9.052169799804688
-0.36,-0.36,8.931990623474121,8.848503112792969
-0.67,-0.67,8.708069801330566,7.919486999511719
-0.39,-0.39,8.649447441101074,8.306405067443848
-0.12,-0.12,8.254158020019531,8.47500991821289
-0.43,-0.43,8.38909912109375,7.963433265686035
-0.16,-0.16,8.055649757385254,8.214159965515137
-0.48,-0.48,8.071008682250977,7.568871021270752
-0.21,-0.21,7.820518970489502,7.898931503295898
-0.54,-0.54,7.73114538192749,7.084734916687012
-0.27,-0.27,7.837459564208984,7.369575500488281
-0.02,-0.02,7.243381500244141,7.513328552246094
-0.34,-0.34,7.571636199951172,6.986634731292725
-0.09,-0.09,7.086346626281738,7.205182075500488
-0.42,-0.42,7.144973278045654,6.477909088134766
-0.17,-0.17,6.789748668670654,6.823541164398193
-0.5,-0.5,6.733139514923096,5.870449066162109
-0.25,-0.25,6.961338996887207,6.218263149261475
-0.01,-0.01,6.375516414642334,6.41780424118042
-0.34,-0.34,6.474910259246826,5.653931140899658
-0.1,-0.1,6.045915126800537,6.067923545837402
-0.44,-0.44,5.657253742218018,5.645882606506348
-0.77,-0.77,5.503699779510498,3.923158645629883
-0.54,-0.54,5.412716865539551,4.2063493728637695
-0.31,-0.31,5.523018836975098,4.522665500640869
-0.08,-0.08,5.870663166046143,5.030664920806885
0.14,0.14,5.108752727508545,5.237860202789307
-0.21,-0.21,5.411832809448242,4.497228145599365
0.02,0.02,4.8428215980529785,4.919989109039307
-0.33,-0.33,5.029290676116943,3.9151673316955566
-0.11,-0.21,1.0,4.4029860496521
-0.02,-0.02,9.630058288574219,10.140973091125488
-0.32,-0.32,9.888602256774902,9.978019714355469
-0.04,-0.04,9.564239501953125,10.040453910827637
-0.34,-0.34,9.786287307739258,9.850712776184082
-0.06,-0.06,9.466470718383789,9.908164978027344
-0.37,-0.37,9.661968231201172,9.686245918273926
-0.09,-0.09,9.346085548400879,9.73096752166748
-0.4,-0.4,9.522340774536133,9.459754943847656
-0.12,-0.12,9.214353561401367,9.530630111694336
-0.43,-0.43,9.340731620788574,9.195793151855469
-0.16,-0.16,9.051584243774414,9.269241333007812
-0.47,-0.47,9.063675880432129,8.838971138000488
-0.21,-0.21,8.8154296875,8.966928482055664
-0.52,-0.52,8.713006019592285,8.41283893585205
-0.26,-0.26,8.525145530700684,8.591651916503906
-0.58,-0.58,8.350525856018066,7.870402812957764
-0.32,-0.32,8.153372764587402,8.10573959350586
-0.65,-0.65,7.895121097564697,7.161131381988525
-0.4,-0.4,7.858460426330566,7.395008563995361
-0.15,-0.15,7.4090399742126465,7.498269081115723
-0.49,-0.49,7.290806770324707,6.7716193199157715
-0.24,-0.24,6.98580265045166,7.012451171875
-0.58,-0.58,6.78538703918457,6.028876304626465
-0.34,-0.34,6.81588077545166,6.187985897064209
-0.11,-0.11,6.282061576843262,6.342686653137207
-0.45,-0.45,6.196535587310791,5.471734046936035
-0.22,-0.22,6.457001209259033,5.728880882263184
0.0,0.0,5.76391077041626,5.796062469482422
-0.34,-0.34,5.823777198791504,5.025535583496094
-0.12,-0.12,5.322996139526367,5.367580413818359
-0.47,-0.2,1.0,4.264254093170166
0.01,0.01,9.193843841552734,9.941615104675293
-0.29,-0.29,9.754435539245605,9.833633422851562
-0.58,-0.58,9.651712417602539,9.374855995178223
-0.29,-0.29,9.455738067626953,9.499049186706543
-0.6,-0.6,9.262877464294434,8.955316543579102
-0.31,-0.31,9.087908744812012,9.107711791992188
-0.62,-0.62,8.967921257019043,8.619292259216309
-0.93,-0.93,8.499086380004883,7.194484233856201
-0.66,-0.66,8.31033706665039,7.621734619140625
-0.39,-0.39,8.244827270507812,7.926914691925049
-0.13,-0.13,7.7648725509643555,7.980699062347412
-0.46,-0.46,7.836857795715332,7.423950672149658
-0.2,-0.2,7.462385654449463,7.600735187530518
-0.53,-0.53,7.376357078552246,6.836822032928467
-0.27,-0.27,7.076225757598877,7.146286487579346
-0.6,-0.6,6.9332966804504395,6.1516242027282715
-0.36,-0.36,6.954730987548828,6.351428985595703
-0.12,-0.12,6.430302143096924,6.511874675750732
-0.45,-0.45,6.363274574279785,5.6920599937438965
-0.21,-0.21,6.6739349365234375,5.931013107299805
0.02,0.02,5.9541449546813965,5.96152925491333
-0.32,-0.32,6.078446388244629,5.259438514709473
-0.08,-0.08,5.524021148681641,5.542337417602539
-0.43,-0.43,5.479148864746094,4.558532238006592
-0.2,-0.2,5.756371974945068,4.880338191986084
0.03,0.03,5.077910423278809,5.088465213775635
-0.31,-0.31,5.161609172821045,4.181484222412109
-0.09,-0.09,5.502564430236816,4.629642486572266
0.14,0.14,4.709240913391113,4.858898162841797
-0.21,-0.21,4.986340522766113,4.055436134338379
0.01,0.01,4.390809535980225,4.493124961853027
-0.33,-0.33,4.576240539550781,3.3972396850585938
-0.11,-0.11,4.754687786102295,3.8434805870056152
0.11,0.11,4.056241512298584,4.344631195068359
-0.24,-0.21,1.0,3.344299793243408
0.01,0.01,9.357383728027344,9.928449630737305
-0.3,-0.3,9.647334098815918,9.771225929260254
-0.02,-0.02,9.317276954650879,9.843247413635254
-0.33,-0.33,9.576410293579102,9.637832641601562
-0.05,-0.05,9.265366554260254,9.692285537719727
-0.36,-0.36,9.455889701843262,9.425276756286621
-0.08,-0.08,9.162824630737305,9.513267517089844
-0.39,-0.39,9.308907508850098,9.177387237548828
-0.12,-0.12,9.037558555603027,9.30632495880127
-0.44,-0.44,9.053014755249023,8.88720989227295
-0.17,-0.17,8.820481300354004,9.018196105957031
-0.49,-0.49,8.729313850402832,8.48006534576416
-0.22,-0.22,8.54922866821289,8.680916786193848
-0.54,-0.54,8.412766456604004,7.9940290451049805
-0.28,-0.28,8.3881196975708,8.160425186157227
-0.03,-0.03,7.82581901550293,8.175655364990234
-0.36,-0.36,8.110580444335938,7.7799506187438965
-0.1,-0.1,7.637572765350342,7.880721569061279
-0.43,-0.43,7.76798152923584,7.306349277496338
-0.18,-0.18,7.404657363891602,7.494210720062256
-0.51,-0.51,7.274154186248779,6.693531036376953
-0.27,-0.27,7.433874607086182,6.884023666381836
-0.02,-0.02,6.814450740814209,6.950984001159668
-0.36,-0.36,6.912508487701416,6.31746244430542
-0.12,-0.12,6.444071292877197,6.538754463195801
-0.46,-0.46,6.403106689453125,5.646644592285156
-0.22,-0.22,6.5999674797058105,5.911781311035156
0.01,0.01,5.957865238189697,6.029764652252197
-0.33,-0.33,6.040390491485596,5.256317138671875
-0.1,-0.1,5.589717864990234,5.63218879699707
-0.45,-0.45,5.551487922668457,4.553572177886963
-0.22,-0.22,5.697885036468506,4.869235992431641
0.01,0.01,5.111386299133301,5.198640823364258
-0.34,-0.34,5.223955154418945,4.235044002532959
-0.12,-0.21,4.739559650421143,1.0
-0.04,-0.04,9.882821083068848,10.43183708190918
-0.33,-0.33,10.049010276794434,10.286980628967285
-0.03,-0.03,9.79144287109375,10.352434158325195
-0.32,-0.32,9.858383178710938,10.073348999023438
-0.03,-0.03,9.691577911376953,10.258960723876953
-0.33,-0.33,9.710291862487793,9.901460647583008
-0.03,-0.03,9.586165428161621,10.150035858154297
-0.33,-0.33,9.598464012145996,9.759599685668945
-0.04,-0.04,9.476286888122559,10.018467903137207
-0.34,-0.34,9.513670921325684,9.628095626831055
-0.06,-0.06,9.363402366638184,9.8544921875
-0.36,-0.36,9.444568634033203,9.475998878479004
-0.07,-0.07,9.24934196472168,9.662406921386719
-0.38,-0.38,9.348898887634277,9.292333602905273
-0.1,-0.1,9.108438491821289,9.454630851745605
-0.4,-0.4,9.213994026184082,9.080009460449219
-0.13,-0.13,8.942723274230957,9.222389221191406
-0.43,-0.43,8.990377426147461,8.816070556640625
-0.16,-0.16,8.713608741760254,8.93486213684082
-0.47,-0.47,8.7161283493042,8.450539588928223
-0.2,-0.2,8.454192161560059,8.615740776062012
-0.52,-0.52,8.367419242858887,8.016664505004883
-0.25,-0.25,8.147412300109863,8.255165100097656
-0.58,-0.58,8.001348495483398,7.499939441680908
-0.31,-0.31,7.990696907043457,7.689427852630615
-0.06,-0.06,7.425235748291016,7.742467880249023
-0.39,-0.39,7.484699726104736,7.4492902755737305
-0.71,-0.71,7.273248672485352,6.263255596160889
-0.46,-0.46,7.05353307723999,6.55726957321167
-0.22,-0.22,6.7278008460998535,6.822353363037109
-0.55,-0.55,6.599671363830566,5.836490631103516
-0.31,-0.31,6.621631622314453,5.98573112487793
-0.07,-0.07,6.085029602050781,6.19251012802124
-0.42,-0.42,6.067664623260498,5.304477214813232
-0.18,-0.18,6.261898040771484,5.5681233406066895
0.05,0.05,5.568549633026123,5.698397636413574
-0.3,-0.3,5.688468933105469,4.894918441772461
-0.07,-0.07,5.204505443572998,5.289395332336426
-0.41,-0.41,5.239963054656982,4.164074897766113
-0.18,-0.18,5.311060905456543,4.496254920959473
0.04,0.04,4.716985702514648,4.881214618682861
-0.31,-0.31,4.87787389755249,3.838869094848633
-0.08,-0.08,5.005666732788086,4.185026168823242
0.14,0.14,4.307007789611816,4.635764122009277
-0.21,-0.21,1.0,3.664341926574707
-0.0,-0.0,10.046655654907227,11.132784843444824
-0.28,-0.28,10.718816757202148,11.006634712219238
-0.56,-0.56,11.000873565673828,10.775484085083008
